token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR004	0	0	0	va	va	_	_	_	_	_	linguistic	_	none	_	Begin=0.64	_	_	_	_
0-1	TOR004	0	0	1	bene	bene	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-2	TOR004	0	0	2	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-3	TOR004	0	0	3	sta	sta	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	TOR004	0	0	4	registrando.	registrando	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=2.003	_	_	_	_
1-0	TOR004	1	1	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=2.379|End=2.836	_	_	_	_
2-0	TOR004	2	2	0	grazie,	grazie	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=3.892|End=4.581	_	_	_	_
3-0	TOR004	3	3	0	per	per	_	_	_	_	_	linguistic	_	none	ProsodicLink=Yes	Begin=5.262	_	_	_	_
3-1	TOR004	3	3	1	e:h	eh	_	_	_	_	_	linguistic	_	none	_	_	0x1	_	_	_
3-2	TOR004	3	3	2	aver	aver	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	TOR004	3	3	3	deciso	deciso	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	TOR004	3	3	4	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	TOR004	3	3	5	farti	farti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	TOR004	3	3	6	intervistare,	intervistare	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=7.621	_	_	_	_
4-0	TOR004	4	4	0	ti	ti	_	_	_	_	_	linguistic	_	none	_	Begin=7.982	_	_	_	_
4-1	TOR004	4	4	1	faccio	faccio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	TOR004	4	4	2	qualche	qualche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	TOR004	4	4	3	domanda:	domanda	_	_	_	_	_	linguistic	_	none	_	_	6x1	_	_	_
4-4	TOR004	4	4	4	su	su	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	TOR004	4	4	5	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	TOR004	4	4	6	te,	te	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=9.672	_	_	_	_
5-0	TOI020	5	5	0	sì,	sì	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=9.893	_	_	_	_
5-1	TOI020	5	5	1	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	TOI020	5	5	2	vuoi.	vuoi	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=10.66	_	_	_	_
